<<<<<<< HEAD
﻿material_number,gpl_group
179545-1,All Others
179631-1,All Others
179631-2,All Others
179970-6,All Others
1801175-3,All Others
1801177-2,All Others
1801431-1,All Others
1801432-1,All Others
1801600-1,All Others
1801613-1,All Others
1801614-3,All Others
1801616-1,All Others
1801617-1,All Others
1801618-1,All Others
1801620-1,All Others
1801628-1,All Others
1801823-1,All Others
1802190-1,All Others
180351-2,All Others
180351-5,All Others
180384-2,All Others
180900,All Others
180907,All Others
180923,All Others
180941,All Others
1813018-3,All Others
1813018-4,All Others
1813018-5,All Others
1813018-6,All Others
1813123-1,All Others
1813123-2,All Others
1813271-1,All Others
1813271-3,All Others
1813317-3,All Others
1813317-4,All Others
1813344-1,All Others
1813712-8,All Others
1813712-9,All Others
1823005-4,All Others
1823005-5,All Others
1823111-1,All Others
1823393-2,All Others
1823396-1,All Others
1823909-1,All Others
182642-1,All Others
1827108-1,All Others
1827572-2,All Others
182918-1,All Others
183036-1,All Others
183075-1,All Others
184002-1,All Others
184066-1,All Others
184095-2,All Others
184139-1,All Others
184416-1,All Others
185311-1,All Others
185403-2,All Others
185448-1,All Others
185636-1,All Others
185792-1,All Others
185793-1,All Others
185875-1,All Others
185879-1,All Others
185879-2,All Others
1871412-1,All Others
1871414-1,All Others
1871415-1,All Others
1-880488-1,All Others
1-881570-4,All Others
1888631-3,All Others
1897009-2,All Others
1897013-2,All Others
1897014-2,All Others
1897015-2,All Others
1897075-2,All Others
1897076-2,All Others
1897111-5,All Others
1897114-7,All Others
1897119-4,All Others
1897122-3,All Others
1897161-2,All Others
1897210-1,All Others
1897221-4,All Others
1897296-1,All Others
1897305-1,All Others
1897307-1,All Others
1897383-1,All Others
1897387-3,All Others
1897462-2,All Others
1897475-5,All Others
1897537-1,All Others
1897538-1,All Others
1897635-2,All Others
1897659-1,All Others
1897660-1,All Others
1897661-1,All Others
1897785-2,All Others
1903749-1,All Others
1-917808-2,All Others
1-917809-2,All Others
1924136-3,All Others
1924463-1,All Others
1924463-3,All Others
1924464-1,All Others
1924464-2,All Others
1924478-2,All Others
1924478-3,All Others
1924478-5,All Others
1924478-6,All Others
1924487-1,All Others
1924487-2,All Others
1924487-3,All Others
1924579-3,All Others
1924779-1,All Others
1924835-5,All Others
1924960-1,All Others
1-929080-1,All Others
1-929170-1,All Others
1-929170-4,All Others
1-929504-1,All Others
1-929504-5,All Others
1-929505-1,All Others
1-929505-2,All Others
1-929587-1,All Others
1-929598-1,All Others
1-929598-4,All Others
1-929974-4,All Others
1-929989-0,All Others
1-936119-1,All Others
1-936119-2,All Others
1939349-1,All Others
1939351-1,All Others
1939556-4,All Others
1952072-1,All Others
1952072-2,All Others
1952112-1,All Others
1952115-1,All Others
1952116-1,All Others
195702-001,All Others
1-962375-1,All Others
1-962841-1,All Others
1-962841-2,All Others
1-962842-1,All Others
1-962915-1,All Others
1-962915-2,All Others
1-962916-1,All Others
1-962916-3,All Others
1-962918-1,All Others
1-963210-1,All Others
1-963226-1,All Others
1-963295-1,All Others
1-964449-1,All Others
1-965423-1,All Others
1-965426-1,All Others
1-965442-2,All Others
1-965640-1,All Others
1-965640-2,All Others
1-965640-5,All Others
1-965640-6,All Others
1-965640-7,All Others
1-965641-1,All Others
1-965641-3,All Others
1-965641-6,All Others
1-966140-3,Unsealed Headers
1-966140-6,Unsealed Headers
1-967239-1,All Others
1-967240-1,All Others
1-967241-1,All Others
1-967242-1,All Others
1-967281-1,All Others
1-967325-1,All Others
1-967325-2,All Others
1-967325-3,All Others
1-967348-1,All Others
1-967362-1,Unsealed Headers
1-967366-1,Unsealed Headers
1-967366-2,Unsealed Headers
1-967402-1,All Others
1-967402-2,All Others
1-967412-2,All Others
1-967570-3,All Others
1-967587-3,All Others
1-967588-1,All Others
1-967590-1,All Others
1-967616-1,All Others
1-967621-1,All Others
1-967621-4,All Others
1-967622-1,All Others
1-967622-2,All Others
1-967622-6,All Others
1-967623-1,All Others
1-967623-3,All Others
1-967623-6,All Others
1-967624-1,All Others
1-967624-2,All Others
1-967624-3,All Others
1-967624-4,All Others
1-967624-5,All Others
1-967624-6,All Others
1-967625-1,All Others
1-967625-2,All Others
1-967625-3,All Others
1-967625-4,All Others
1-967626-1,All Others
1-967626-4,All Others
1-967626-6,All Others
1-967627-1,All Others
1-967627-3,All Others
1-967627-5,All Others
1-967628-1,All Others
1-967628-6,All Others
1-967629-1,All Others
1-967629-2,All Others
1-967629-3,All Others
1-967629-4,All Others
1-967629-5,All Others
1-967629-6,All Others
1-967630-1,All Others
1-967630-2,All Others
1-967630-3,All Others
1-967630-4,All Others
1-967630-5,All Others
1-967640-1,All Others
1-967642-1,All Others
1-967644-1,All Others
1-967650-1,All Others
1-967669-1,All Others
1-967678-1,All Others
1-967686-1,Unsealed Headers
1-968050-1,All Others
1-968307-2,All Others
1-968317-1,All Others
1-968318-1,All Others
1-968321-1,All Others
1-968321-4,All Others
1-968322-1,All Others
1-968325-1,All Others
1-968326-1,All Others
1-968335-1,All Others
1-968353-1,All Others
1-968636-1,All Others
1-968849-1,All Others
1-968851-1,All Others
1-968851-3,All Others
1-968853-3,All Others
1-968855-1,All Others
1-968855-2,All Others
1-968855-3,All Others
1-968857-1,All Others
1-968857-3,All Others
1-968859-1,All Others
1-968872-3,All Others
1-968876-3,All Others
1-968877-3,All Others
1-968880-1,All Others
1-968880-3,All Others
1-968946-1,All Others
1-968968-1,All Others
1-968968-2,All Others
1-968968-3,All Others
1-968976-9,All Others
1-968977-9,All Others
1-969489-1,All Others
1-969489-2,All Others
1-969508-1,All Others
1-969508-2,All Others
1981561-2,All Others
1981562-1,All Others
1986799-2,All Others
1986799-4,All Others
1986799-6,All Others
1986799-9,All Others
1986869-6,All Others
1989068-1,All Others
1989863-1,All Others
2005082-1,All Others
2005097-1,All Others
2005154-1,All Others
2005362-2,All Others
2005434-1,All Others
2005475-2,All Others
2005564-2,All Others
201570-1,All Others
2035323-1,All Others
2035323-2,All Others
2035366-4,All Others
2035378-2,AS16 4-12Plug
2040104-1,All Others
2040104-2,All Others
2040104-4,All Others
2040105-1,All Others
2040113-1,All Others
2040114-1,All Others
2040278-1,All Others
2040278-2,All Others
2040314-2,All Others
2040594-1,All Others
2040594-2,All Others
2040594-6,All Others
2050036-1,All Others
2050036-4,All Others
2050046-1,All Others
2050049-1,All Others
2050052-1,All Others
2050052-2,All Others
2050216-1,All Others
2050216-6,All Others
2050723-1,All Others
2050723-2,All Others
2050831-2,All Others
2050832-2,All Others
2050836-1,All Others
2050836-2,All Others
2050842-1,All Others
2050981-1,All Others
2050992-1,All Others
206037-2,All Others
206138-8,All Others
206150-1,All Others
206151-2,All Others
206207-1,All Others
206247P030,All Others
206247P036,All Others
206306-2,All Others
206322-9,All Others
206429-1,All Others
206430-2,All Others
206512-5,All Others
2066023-1,All Others
2066027-1,All Others
2066046-3,All Others
2066046-4,All Others
2066053-1,All Others
206613-1,All Others
2066213-1,All Others
206705-1,All Others
206903-2,All Others
207008-6,All Others
207055-1,All Others
2083112-5,All Others
208680-1,All Others
2098104-1,All Others
2098148-2,USCAR
2098150-2,USCAR
2098164-3,All Others
2098164-4,All Others
2098237-1,AS16 4-12Plug
2098250-1,All Others
2098250-3,All Others
2098251-1,All Others
2098251-2,All Others
2098252-1,All Others
2098252-3,All Others
2098318-3,All Others
2098557-4,All Others
2098762-4,All Others
2098866-1,All Others
2098993-1,Cable Assemblies
2098993-2,Cable Assemblies
2109246-1,All Others
2109441-2,All Others
2112045-1,All Others
2112045-2,All Others
2112046-1,All Others
2112166-1,All Others
2112166-2,All Others
2112167-1,All Others
2112233-1,All Others
2112289-1,All Others
2112291-1,All Others
2112293-1,All Others
2112295-1,All Others
2112297-1,All Others
2112299-1,All Others
2112300-1,All Others
2112301-1,All Others
2112323-1,All Others
2112502-1,All Others
2112594-1,All Others
2112612-2,All Others
2112665-3,All Others
2112758-1,All Others
211767-1,All Others
211772-1,All Others
211870-2,All Others
2-1241324-1,All Others
2-1241408-3,All Others
2-1241418-3,All Others
2-130128-1,All Others
2132415-4,All Others
2133257-1,All Others
2133258-1,All Others
2133419-2,All Others
2133421-8,All Others
2-1355123-3,All Others
2-1355668-2,All Others
2137110-1,All Others
2137216-1,All Others
2137352-1,All Others
2137352-2,All Others
2137352-3,All Others
2137352-4,All Others
2137354-1,All Others
2137358-1,All Others
2137358-2,All Others
2137358-3,All Others
2137358-4,All Others
2137379-1,All Others
2137489-1,All Others
2137614-2,All Others
2137653-1,All Others
2137752-1,All Others
2137754-1,All Others
2137755-1,All Others
2137768-1,All Others
2137768-2,All Others
2137961-1,All Others
2137963-1,All Others
2137965-1,All Others
2-1379822-1,All Others
213841-3,All Others
213843-3,All Others
213847-3,All Others
2138477-1,All Others
2138530-1,All Others
2138576-2,Cable Assemblies
2138846-1,All Others
2138853-1,All Others
2-1393560-7,All Others
2141026-1,All Others
2141114-3,All Others
2141116-3,All Others
2141456-2,All Others
2-1417681-1,All Others
2141828-1,All Others
2-1418390-1,HDSCS Rec B
2-1418437-1,HDSCS Rec CDE
2-1418448-1,HDSCS Rec A
2-1418448-2,HDSCS Rec A
2-1418469-1,HDSCS Rec B
2-1418479-1,HDSCS Rec CDE
2-1418480-1,HDSCS Rec CDE
2-1418483-1,HDSCS Rec A
2-1418883-1,Leavyseal Rec 31-39-62pos
2-1418969-1,All Others
2-1418969-2,All Others
2-1437285-2,Superseal Plugs 34&26P
2-1437285-3,Superseal Plugs 34&26P
2-1437837-1,All Others
2-1443967-3,All Others
2-1447232-6,Superseal Plugs 44P
2-1534127-1,All Others
215599-1,All Others
2-1563759-1,HDSCS Rec CDE
2-1563878-1,HDSCS Rec CDE
2-1564330-1,HDSCS Rec CDE
2-1564337-1,HDSCS Rec CDE
2-1564407-1,HDSCS Tab BCDE
2-1564412-1,HDSCS Tab BCDE
2-1564414-1,HDSCS Tab BCDE
2-1564416-1,HDSCS Tab BCDE
2-1564512-1,HDSCS Tab BCDE
2-1564514-1,HDSCS Rec CDE
2-1564516-1,HDSCS Tab BCDE
2-1564518-1,HDSCS Tab BCDE
2-1564520-1,HDSCS Tab BCDE
2-1564522-1,HDSCS Tab BCDE
2-1564526-1,HDSCS Tab BCDE
2-1564528-1,HDSCS Tab BCDE
2-1564530-1,HDSCS Tab BCDE
2-1564532-1,HDSCS Tab BCDE
2-1564534-1,HDSCS Tab BCDE
2-1564536-1,HDSCS Tab BCDE
2-1564542-1,HDSCS Rec CDE
2-1564544-1,HDSCS Tab BCDE
2-1564546-1,HDSCS Tab BCDE
2-165655-1,All Others
2-1670214-1,HDSCS Tab BCDE
2-1670730-1,HDSCS Tab A
2-1670894-1,HDSCS Rec CDE
2-1670901-1,HDSCS Rec CDE
2-1703458-1,All Others
2-1703639-1,HDSCS Rec CDE
2-1703648-1,HDSCS Tab BCDE
2-1703773-1,HDSCS Tab BCDE
2-1703808-1,HDSCS Tab BCDE
2-1703818-1,HDSCS Tab BCDE
2-1703820-1,HDSCS Tab BCDE
2-1703839-1,HDSCS Tab A
2-1703841-1,HDSCS Tab A
2-1703843-1,HDSCS Tab A
2-1703930-1,All Others
2-1718179-1,All Others
2-1718324-1,Leavyseal
2-1718346-1,All Others
2-1718421-1,All Others
2174106-1,All Others
2-174357-2,All Others
2177292-1,All Others
2177566-1,HDE Volvo
2177566-2,HDE Volvo
2177586-1,All Others
2177588-1,All Others
2177610-3,All Others
2177909-1,All Others
2-1813099-1,All Others
2-1823402-1,All Others
2-1823498-1,Leavyseal Rec 31-39-62pos
2188622-1,All Others
2188659-1,All Others
2188711-1,All Others
2-1897149-5,All Others
2-1897149-9,All Others
2-1897311-8,All Others
2-2005426-4,All Others
2201289-1,All Others
2203663-5,All Others
2203663-6,All Others
2203859-1,All Others
2203859-4,All Others
2203876-1,All Others
2203876-2,All Others
2203876-3,All Others
2208342-1,All Others
2208360-3,All Others
2208362-3,All Others
2208731-1,All Others
2208822-1,All Others
2209016-1,All Others
2209299-5,All Others
2209441-1,All Others
2209441-2,All Others
2209501-1,All Others
2209544-1,All Others
2209545-1,All Others
2209545-9,All Others
2209954-2,All Others
2-2112780-6,All Others
2-2112966-2,All Others
2-2141047-5,All Others
2-2141598-2,All Others
2-2141600-2,All Others
2219256-1,All Others
2219259-1,All Others
2-2208157-1,HDSCS Rec CDE
2-2208677-1,All Others
2-2293551-1,Leavyseal Rec 31-39-62pos
2-2295763-1,All Others
2229743-1,All Others
2-2299782-1,HDSCS Rec CDE
2-2299782-2,HDSCS Rec CDE
2-2303812-1,DT 2
2-2303812-2,DT 2
2-2303812-3,DT 2
2-2303812-4,DT 2
2-2303813-1,DT 3
2-2303813-2,DT 3
2-2303813-3,DT 3
2-2303813-4,DT 3
2-2303815-1,DT 2
2-2303815-2,DT 2
2-2303815-3,DT 2
2-2303815-4,DT 2
2-2303816-1,DT 3
2-2303816-2,DT 3
2-2303816-3,DT 3
2-2303816-4,DT 3
2-2308295-1,All Others
2-2311123-1,All Others
2-2311124-1,All Others
2-2318110-1,All Others
2-2322907-2,DTM
2-2323294-1,HDSCS Rec CDE
2-2344950-1,All Others
2-2349177-2,All Others
2-2350891-1,All Others
2-2350891-2,All Others
2236435-2,All Others
2-2366509-1,All Others
2-2366509-2,All Others
2237067-3,All Others
2-2371113-1,All Others
2-2378180-1,All Others
2-2382274-1,All Others
2-2382278-1,All Others
2-2390204-1,All Others
2-2392850-1,All Others
2-2394061-1,All Others
2-2394061-2,All Others
2-2394061-3,All Others
2-2394061-4,All Others
2-2394061-5,All Others
2-2394062-1,All Others
2-2394071-1,All Others
2-2394071-2,All Others
2-2394071-5,All Others
2-2394072-1,All Others
2-2394085-7,All Others
2-2399607-1,All Others
2-2399607-2,All Others
2-2399607-3,All Others
2-2399607-4,All Others
2-2399607-5,All Others
2-2399608-1,All Others
2-2399609-2,All Others
2-2399609-6,All Others
2-2399610-1,All Others
2-2399610-2,All Others
2-2399610-4,All Others
2-2399610-5,All Others
2-2399611-1,All Others
2-2399663-1,All Others
2-2399663-2,All Others
2-2399663-3,All Others
2-2399663-4,All Others
2-2399663-7,All Others
2-2399663-8,All Others
2-2399663-9,All Others
2-2435103-1,All Others
2-2435146-1,All Others
2-2445760-1,All Others
225107-000,All Others
2-2600021-3,All Others
2-2600021-5,All Others
2-2600022-1,All Others
2-2600023-1,All Others
2-2600023-2,All Others
2-2600030-8,All Others
2-2600043-0,All Others
2267473-3,All Others
2267473-4,All Others
2272163-1,All Others
2272168-1,All Others
2272196-2,All Others
2272733-3,USCAR
2272809-1,Cable Assemblies
2272889-2,All Others
2272889-4,All Others
2272975-2,All Others
2272975-5,All Others
2278294-1,All Others
2278295-1,All Others
2278584-2,All Others
2278586-2,All Others
2278701-1,All Others
2278730-2,All Others
2278770-1,All Others
2278770-2,All Others
2278827-1,All Others
2282150-1,All Others
2286003-3,All Others
2286014-1,All Others
2286014-2,All Others
2286476-1,All Others
2286476-2,All Others
2287504-1,DRC
2287504-2,DRC
2287504-3,DRC
2287504-4,DRC
2288833-1,All Others
2288833-2,All Others
2289089-1,All Others
2289241-1,All Others
2289242-1,All Others
2289523-3,All Others
2289597-3,All Others
2289630-1,DTM
2289630-2,DTM
2289630-3,DTM
2289630-4,DTM
2289729-1,All Others
2289729-2,All Others
2289729-3,All Others
2289729-4,All Others
2289729-7,All Others
2289729-8,All Others
2289831-1,HDP
2290152-1,All Others
2290247-3,All Others
2290462-3,All Others
2290490-1,All Others
2290490-2,All Others
2291354-1,All Others
2291362-3,All Others
2291364-1,All Others
2291364-3,All Others
2291392-4,All Others
2292492-1,All Others
2292797-3,All Others
2292798-2,All Others
2292799-3,All Others
2292800-3,All Others
2292801-1,All Others
2292801-3,All Others
2292802-2,All Others
2292802-3,All Others
2292860-3,All Others
2292863-3,All Others
2292864-3,All Others
2292865-3,All Others
2292906-1,All Others
2292906-2,All Others
2292937-1,All Others
2292937-2,All Others
2293819-1,HDP
2293821-1,HDP
2293822-1,HDP
2293823-1,HDP
2294140-1,All Others
2294140-2,All Others
2294432-1,HDP
2294433-1,HDP
2294434-1,HDP
2294435-1,HDP
2294463-1,All Others
2294463-2,All Others
2294479-1,HDP
2294482-1,HDP
2294487-1,HDP
2294488-1,HDP
2294489-1,HDP
2294490-1,HDP
2295295-1,HDP
2295763-1,All Others
2295764-1,All Others
2295959-7,Engels
2296355-1,All Others
2296537-2,All Others
2296610-1,DTM
2296802-2,All Others
2296802-4,All Others
2296869-1,All Others
2297129-1,Engels
2297813-1,All Others
2297813-3,All Others
2297907-1,All Others
2297911-1,All Others
2298002-1,All Others
2298136-1,All Others
2298173-1,DTM
2298287-1,DTM
2298631-1,All Others
2298671-1,All Others
2299123-2,All Others
2299160-1,Engels
2299450-1,All Others
2299962-1,All Others
2299987-4,All Others
2299988-1,All Others
2301238-1,All Others
2301239-1,All Others
2301241-1,All Others
2301335-1,All Others
2301337-1,HDP
2301339-1,HDP
2301692-1,All Others
2301812-2,All Others
2302450-1,All Others
2302452-1,All Others
2302452-2,All Others
2302454-1,All Others
2302486-2,All Others
2302488-2,All Others
2302491-1,All Others
2302491-3,All Others
2302493-3,All Others
2302495-1,All Others
2302636-1,All Others
2302639-1,All Others
2303272-1,All Others
2303272-2,All Others
2303288-2,All Others
2303344-2,All Others
2303827-1,All Others
2303837-1,All Others
2304210-1,HD30
2304211-1,HD30
2304372-1,All Others
2304643-2,All Others
2304643-3,All Others
2304643-4,All Others
2304884-1,All Others
2304887-1,All Others
2304926-2,All Others
2304927-2,All Others
2304928-2,All Others
2304928-3,All Others
2305232-1,All Others
2305236-2,All Others
2305974-1,All Others
2305987-1,All Others
2306960-1,All Others
2307013-1,All Others
2307072-1,All Others
